transaction_id,merchant_id,product,fee_type,fee_amount_eur,created_at_clean,year_month,transaction_amount_eur,transaction_status,merchant_cohort
127636454,172,payment_links,default,1.0,2025-06-10 06:28:00,2025-06,51.7,successful,Established
127636455,139,card_reader,default,1.0,2025-06-10 06:42:00,2025-06,43.5,failed,Established
127636456,147,payment_links,default,1.0,2025-06-10 06:51:00,2025-06,50.3,failed,Established
127636457,122,card_reader,default,1.0,2025-06-10 06:52:00,2025-06,43.7,successful,Established
127636458,120,card_reader,default,1.0,2025-06-10 07:17:00,2025-06,41.5,successful,Established
127636459,122,card_reader,default,1.0,2025-06-10 07:29:00,2025-06,37.2,successful,Established
127636460,179,card_reader,default,1.0,2025-06-10 07:51:00,2025-06,54.0,successful,Established
127636461,143,payment_links,default,1.0,2025-06-10 07:55:00,2025-06,13.7,failed,Established
127636462,122,online_store,default,1.0,2025-06-10 08:07:00,2025-06,40.6,successful,Established
127636463,166,payment_links,default,1.0,2025-06-10 08:20:00,2025-06,50.0,successful,Established
127636464,186,card_reader,default,1.0,2025-06-10 08:28:00,2025-06,8.4,successful,Established
127636465,176,card_reader,default,1.0,2025-06-10 08:30:00,2025-06,14.4,successful,Established
127636466,137,card_reader,default,1.0,2025-06-10 08:32:00,2025-06,16.5,failed,Established
127636467,133,online_store,default,1.0,2025-06-10 08:34:00,2025-06,18.6,successful,Established
127636468,190,card_reader,default,1.0,2025-06-10 08:48:00,2025-06,51.7,successful,Established
127636469,175,card_reader,default,1.0,2025-06-10 09:00:00,2025-06,41.1,successful,Established
127636470,111,card_reader,default,1.0,2025-06-10 09:24:00,2025-06,34.9,successful,Established
127636471,191,card_reader,default,1.0,2025-06-10 09:32:00,2025-06,22.2,successful,Established
127636472,107,card_reader,default,1.0,2025-06-10 09:40:00,2025-06,8.4,successful,Established
127636473,111,online_store,default,1.0,2025-06-10 09:54:00,2025-06,58.7,successful,Established
127636474,120,card_reader,default,1.0,2025-06-10 09:57:00,2025-06,3.1,successful,Established
127636475,156,card_reader,default,1.0,2025-06-10 10:03:00,2025-06,11.9,successful,Established
127636476,168,card_reader,default,1.0,2025-06-10 10:13:00,2025-06,25.1,successful,Established
127636477,104,online_store,default,1.0,2025-06-10 10:29:00,2025-06,32.5,successful,Established
127636478,121,card_reader,default,1.0,2025-06-10 11:04:00,2025-06,45.5,failed,Established
127636479,102,card_reader,default,1.0,2025-06-10 11:12:00,2025-06,9.1,successful,Established
127636480,199,card_reader,default,1.0,2025-06-10 11:42:00,2025-06,32.0,successful,Established
127636481,101,card_reader,default,1.0,2025-06-10 11:47:00,2025-06,15.3,failed,Established
127636482,125,online_store,default,1.0,2025-06-10 11:52:00,2025-06,49.7,successful,Established
127636483,152,card_reader,default,1.0,2025-06-10 12:13:00,2025-06,5.3,failed,Established
127636484,178,card_reader,default,1.0,2025-06-10 12:29:00,2025-06,26.1,successful,Established
127636485,180,card_reader,default,1.0,2025-06-10 12:36:00,2025-06,41.3,successful,Established
127636486,100,card_reader,default,1.0,2025-06-10 12:49:00,2025-06,35.9,successful,Established
127636487,119,card_reader,default,1.0,2025-06-10 12:53:00,2025-06,47.6,successful,Established
127636488,145,payment_links,default,1.0,2025-06-10 12:53:00,2025-06,23.0,failed,Established
127636489,145,card_reader,default,1.0,2025-06-10 12:58:00,2025-06,42.6,failed,Established
127636490,124,payment_links,default,1.0,2025-06-10 13:03:00,2025-06,19.7,successful,Established
127636491,161,card_reader,default,1.0,2025-06-10 13:04:00,2025-06,47.7,successful,Established
127636492,184,card_reader,default,1.0,2025-06-10 13:25:00,2025-06,9.6,failed,Established
127636493,106,card_reader,default,1.0,2025-06-10 13:36:00,2025-06,55.6,successful,Established
127636494,139,card_reader,default,1.0,2025-06-10 13:41:00,2025-06,58.3,successful,Established
127636495,189,card_reader,default,1.0,2025-06-10 13:48:00,2025-06,10.8,successful,Established
127636496,153,online_store,default,1.0,2025-06-10 13:52:00,2025-06,7.8,failed,Established
127636497,183,card_reader,default,1.0,2025-06-10 14:17:00,2025-06,23.7,failed,Established
127636498,126,online_store,default,1.0,2025-06-10 14:17:00,2025-06,54.7,successful,Established
127636499,133,card_reader,default,1.0,2025-06-10 14:22:00,2025-06,35.7,successful,Established
127636500,140,card_reader,default,1.0,2025-06-10 14:22:00,2025-06,41.9,successful,Established
127636501,162,card_reader,default,1.0,2025-06-10 14:28:00,2025-06,26.8,successful,Established
127636502,118,card_reader,default,1.0,2025-06-10 14:45:00,2025-06,18.0,successful,Established
127636503,166,card_reader,default,1.0,2025-06-10 14:59:00,2025-06,57.9,failed,Established
127636504,102,card_reader,default,1.0,2025-06-10 15:11:00,2025-06,52.4,failed,Established
127636505,151,card_reader,default,1.0,2025-06-10 15:39:00,2025-06,36.4,failed,Established
127636506,105,card_reader,default,1.0,2025-06-10 16:13:00,2025-06,43.2,successful,Established
127636507,183,online_store,default,1.0,2025-06-10 16:33:00,2025-06,33.1,failed,Established
127636508,141,card_reader,default,1.0,2025-06-10 16:39:00,2025-06,32.9,failed,Established
127636509,120,card_reader,default,1.0,2025-06-10 17:02:00,2025-06,56.0,failed,Established
127636510,108,card_reader,default,1.0,2025-06-10 17:03:00,2025-06,25.5,successful,Established
127636511,136,payment_links,default,1.0,2025-06-10 17:11:00,2025-06,1.7,successful,Established
127636512,148,online_store,default,1.0,2025-06-10 17:21:00,2025-06,8.0,successful,Established
127636513,109,payment_links,default,1.0,2025-06-10 17:23:00,2025-06,18.6,failed,Established
127636514,125,card_reader,default,1.0,2025-06-10 17:25:00,2025-06,37.6,successful,Established
127636515,128,card_reader,default,1.0,2025-06-10 17:39:00,2025-06,5.3,failed,Established
127636516,115,card_reader,default,1.0,2025-06-10 17:56:00,2025-06,4.8,successful,Established
127636517,137,card_reader,default,1.0,2025-06-10 17:58:00,2025-06,31.3,successful,Established
127636518,115,payment_links,default,1.0,2025-06-10 18:12:00,2025-06,17.4,successful,Established
127636519,195,payment_links,default,1.0,2025-06-10 18:15:00,2025-06,8.9,failed,Established
127636520,178,card_reader,default,1.0,2025-06-10 18:36:00,2025-06,58.7,failed,Established
127636521,124,card_reader,default,1.0,2025-06-10 18:37:00,2025-06,4.9,failed,Established
127636522,100,card_reader,default,1.0,2025-06-10 18:38:00,2025-06,7.8,successful,Established
127636523,167,payment_links,default,1.0,2025-06-10 18:55:00,2025-06,41.4,successful,Established
127636524,140,online_store,default,1.0,2025-06-10 19:09:00,2025-06,38.7,failed,Established
127636525,158,card_reader,default,1.0,2025-06-10 19:24:00,2025-06,18.0,failed,Established
127636526,109,card_reader,default,1.0,2025-06-10 19:38:00,2025-06,47.8,failed,Established
127636527,137,payment_links,default,1.0,2025-06-10 19:40:00,2025-06,36.8,successful,Established
127636528,197,card_reader,default,1.0,2025-06-10 19:40:00,2025-06,20.9,successful,Established
127636529,138,card_reader,default,1.0,2025-06-10 19:46:00,2025-06,26.3,successful,Established
127636530,157,payment_links,default,1.0,2025-06-10 20:17:00,2025-06,17.6,successful,Established
127636531,175,card_reader,default,1.0,2025-06-10 20:34:00,2025-06,20.2,successful,Established
127636532,195,online_store,default,1.0,2025-06-10 20:35:00,2025-06,30.8,failed,Established
127636533,184,payment_links,default,1.0,2025-06-10 21:09:00,2025-06,50.2,failed,Established
127636534,106,payment_links,default,1.0,2025-06-10 21:10:00,2025-06,44.0,successful,Established
127636535,200,card_reader,default,1.0,2025-06-10 21:12:00,2025-06,16.4,failed,Established
127636536,125,card_reader,default,1.0,2025-06-10 21:35:00,2025-06,37.9,successful,Established
127636537,109,online_store,default,1.0,2025-06-10 21:45:00,2025-06,33.3,successful,Established
127636538,150,card_reader,default,1.0,2025-06-10 21:46:00,2025-06,18.1,failed,Established
127636539,139,online_store,default,1.0,2025-06-10 22:03:00,2025-06,1.2,successful,Established
127636540,155,online_store,default,1.0,2025-06-10 22:10:00,2025-06,37.4,successful,Established
127636541,181,card_reader,default,1.0,2025-06-10 22:12:00,2025-06,51.6,successful,Established
127636542,117,card_reader,default,1.0,2025-06-10 22:15:00,2025-06,15.8,successful,Established
127636543,175,online_store,default,1.0,2025-06-10 22:45:00,2025-06,5.6,successful,Established
127636544,126,card_reader,default,1.0,2025-06-10 22:55:00,2025-06,42.8,successful,Established
127636545,187,card_reader,default,1.0,2025-06-10 23:03:00,2025-06,4.4,successful,Established
127636546,160,card_reader,default,1.0,2025-06-10 23:19:00,2025-06,57.0,successful,Established
127636547,126,card_reader,default,1.0,2025-06-10 23:19:00,2025-06,58.8,successful,Established
127636548,165,payment_links,default,1.0,2025-06-10 23:23:00,2025-06,43.7,successful,Established
127636549,125,card_reader,default,1.0,2025-06-10 23:35:00,2025-06,25.8,successful,Established
127636550,194,payment_links,default,1.0,2025-06-10 23:48:00,2025-06,47.0,successful,Established
127636551,163,card_reader,default,1.0,2025-06-10 23:52:00,2025-06,58.2,failed,Established
127636552,192,card_reader,default,1.0,2025-06-10 23:53:00,2025-06,39.3,failed,Established
127636553,186,online_store,default,1.0,2025-06-10 23:57:00,2025-06,26.3,successful,Established
127636554,182,payment_links,default,1.0,2025-06-11 00:11:00,2025-06,32.0,successful,Established
127636555,152,payment_links,default,1.0,2025-06-11 00:13:00,2025-06,16.4,successful,Established
127636556,163,card_reader,default,1.0,2025-06-11 00:29:00,2025-06,37.9,successful,Established
127636557,191,payment_links,default,1.0,2025-06-11 00:48:00,2025-06,32.2,failed,Established
127636558,157,card_reader,default,1.0,2025-06-11 00:58:00,2025-06,27.8,successful,Established
127636559,155,card_reader,default,1.0,2025-06-11 01:10:00,2025-06,57.7,successful,Established
127636560,174,card_reader,default,1.0,2025-06-11 01:14:00,2025-06,11.6,successful,Established
127636561,173,payment_links,default,1.0,2025-06-11 01:18:00,2025-06,28.2,successful,Established
127636562,196,card_reader,default,1.0,2025-06-11 01:44:00,2025-06,21.6,failed,Established
127636563,171,card_reader,default,1.0,2025-06-11 01:45:00,2025-06,1.1,successful,Established
127636564,189,card_reader,default,1.0,2025-06-11 01:55:00,2025-06,9.7,failed,Established
127636565,164,online_store,default,1.0,2025-06-11 02:02:00,2025-06,50.8,successful,Established
127636566,120,card_reader,default,1.0,2025-06-11 02:15:00,2025-06,10.1,failed,Established
127636567,126,card_reader,default,1.0,2025-06-11 02:15:00,2025-06,21.8,successful,Established
127636568,193,card_reader,default,1.0,2025-06-11 02:18:00,2025-06,49.6,successful,Established
127636569,164,online_store,default,1.0,2025-06-11 02:23:00,2025-06,54.1,successful,Established
127636570,134,online_store,default,1.0,2025-06-11 02:42:00,2025-06,53.5,successful,Established
127636571,159,card_reader,default,1.0,2025-06-11 03:19:00,2025-06,29.3,failed,Established
127636572,135,payment_links,default,1.0,2025-06-11 03:24:00,2025-06,20.7,successful,Established
127636573,118,card_reader,default,1.0,2025-06-11 03:25:00,2025-06,46.1,successful,Established
127636574,159,card_reader,default,1.0,2025-06-11 03:33:00,2025-06,43.6,successful,Established
127636575,143,payment_links,default,1.0,2025-06-11 03:52:00,2025-06,42.2,successful,Established
127636576,117,online_store,default,1.0,2025-06-11 03:58:00,2025-06,55.9,failed,Established
127636577,163,payment_links,default,1.0,2025-06-11 04:01:00,2025-06,23.2,failed,Established
127636578,189,card_reader,default,1.0,2025-06-11 04:26:00,2025-06,30.5,failed,Established
127636579,177,online_store,default,1.0,2025-06-11 04:27:00,2025-06,60.0,successful,Established
127636580,195,payment_links,default,1.0,2025-06-11 04:41:00,2025-06,22.0,failed,Established
127636581,120,card_reader,default,1.0,2025-06-11 04:41:00,2025-06,22.1,successful,Established
127636582,137,card_reader,default,1.0,2025-06-11 04:42:00,2025-06,26.2,failed,Established
127636583,113,payment_links,default,1.0,2025-06-11 04:43:00,2025-06,14.7,successful,Established
127636584,198,card_reader,default,1.0,2025-06-11 05:25:00,2025-06,47.9,failed,Established
127636585,145,online_store,default,1.0,2025-06-11 05:27:00,2025-06,13.1,successful,Established
127636586,147,card_reader,default,1.0,2025-06-11 05:40:00,2025-06,11.2,successful,Established
127636587,140,card_reader,default,1.0,2025-06-11 05:49:00,2025-06,16.0,successful,Established
127636588,126,payment_links,default,1.0,2025-06-11 06:12:00,2025-06,47.1,failed,Established
127636589,166,card_reader,default,1.0,2025-06-11 06:18:00,2025-06,47.9,successful,Established
127636590,105,online_store,default,1.0,2025-06-11 06:25:00,2025-06,51.9,successful,Established
127636591,178,card_reader,default,1.0,2025-06-11 06:36:00,2025-06,26.7,successful,Established
127636592,130,card_reader,default,1.0,2025-06-11 06:36:00,2025-06,46.8,successful,Established
127636593,200,payment_links,default,1.0,2025-06-11 06:49:00,2025-06,20.0,failed,Established
127636594,158,online_store,default,1.0,2025-06-11 06:50:00,2025-06,35.6,failed,Established
127636595,122,card_reader,default,1.0,2025-06-11 06:54:00,2025-06,24.0,successful,Established
127636596,154,card_reader,default,1.0,2025-06-11 06:58:00,2025-06,42.0,successful,Established
127636597,154,card_reader,default,1.0,2025-06-11 07:27:00,2025-06,12.2,successful,Established
127636598,151,card_reader,default,1.0,2025-06-11 07:50:00,2025-06,53.8,successful,Established
127636599,186,online_store,default,1.0,2025-06-11 08:02:00,2025-06,20.7,successful,Established
127636600,162,card_reader,default,1.0,2025-06-11 08:03:00,2025-06,37.6,successful,Established
127636601,153,card_reader,default,1.0,2025-06-11 08:05:00,2025-06,37.8,successful,Established
127636602,162,online_store,default,1.0,2025-06-11 08:08:00,2025-06,56.0,successful,Established
127636603,157,online_store,default,1.0,2025-06-11 08:15:00,2025-06,48.1,successful,Established
127636604,129,payment_links,default,1.0,2025-06-11 08:16:00,2025-06,8.0,successful,Established
127636605,195,card_reader,default,1.0,2025-06-11 08:32:00,2025-06,16.6,successful,Established
127636606,174,payment_links,default,1.0,2025-06-11 08:40:00,2025-06,19.6,successful,Established
127636607,108,card_reader,default,1.0,2025-06-11 08:52:00,2025-06,34.6,successful,Established
127636608,180,card_reader,default,1.0,2025-06-11 08:58:00,2025-06,54.0,successful,Established
127636609,107,payment_links,default,1.0,2025-06-11 09:06:00,2025-06,43.5,failed,Established
127636610,134,online_store,default,1.0,2025-06-11 09:11:00,2025-06,21.0,successful,Established
127636611,135,card_reader,default,1.0,2025-06-11 09:12:00,2025-06,18.2,successful,Established
127636612,174,card_reader,default,1.0,2025-06-11 09:23:00,2025-06,48.9,successful,Established
127636613,165,card_reader,default,1.0,2025-06-11 09:52:00,2025-06,57.7,failed,Established
127636614,114,online_store,default,1.0,2025-06-11 09:59:00,2025-06,49.1,successful,Established
127636615,118,card_reader,default,1.0,2025-06-11 10:05:00,2025-06,53.7,successful,Established
127636616,132,card_reader,default,1.0,2025-06-11 10:12:00,2025-06,34.3,successful,Established
127636617,118,card_reader,default,1.0,2025-06-11 10:15:00,2025-06,56.4,successful,Established
127636618,153,card_reader,default,1.0,2025-06-11 10:18:00,2025-06,14.5,successful,Established
127636619,177,card_reader,default,1.0,2025-06-11 10:23:00,2025-06,4.4,successful,Established
127636620,130,card_reader,default,1.0,2025-06-11 10:40:00,2025-06,12.1,successful,Established
127636621,117,card_reader,default,1.0,2025-06-11 10:49:00,2025-06,49.0,failed,Established
127636622,143,card_reader,default,1.0,2025-06-11 10:51:00,2025-06,7.1,successful,Established
127636623,141,card_reader,default,1.0,2025-06-11 11:06:00,2025-06,50.9,successful,Established
127636624,117,card_reader,default,1.0,2025-06-11 11:17:00,2025-06,37.7,successful,Established
127636625,176,card_reader,default,1.0,2025-06-11 11:36:00,2025-06,47.4,successful,Established
127636626,191,card_reader,default,1.0,2025-06-11 11:40:00,2025-06,49.3,failed,Established
127636627,186,card_reader,default,1.0,2025-06-11 12:01:00,2025-06,21.6,successful,Established
127636628,165,card_reader,default,1.0,2025-06-11 12:23:00,2025-06,10.3,successful,Established
127636629,145,card_reader,default,1.0,2025-06-11 12:28:00,2025-06,5.8,failed,Established
127636630,176,card_reader,default,1.0,2025-06-11 12:31:00,2025-06,7.3,successful,Established
127636631,196,card_reader,default,1.0,2025-06-11 12:32:00,2025-06,21.6,failed,Established
127636632,185,card_reader,default,1.0,2025-06-11 12:32:00,2025-06,8.5,successful,Established
127636633,153,online_store,default,1.0,2025-06-11 12:35:00,2025-06,42.9,failed,Established
127636634,189,online_store,default,1.0,2025-06-11 12:50:00,2025-06,38.7,successful,Established
127636635,156,online_store,default,1.0,2025-06-11 13:04:00,2025-06,49.3,successful,Established
127636636,160,online_store,default,1.0,2025-06-11 13:12:00,2025-06,38.5,successful,Established
127636637,187,card_reader,default,1.0,2025-06-11 13:24:00,2025-06,19.5,failed,Established
127636638,153,card_reader,default,1.0,2025-06-11 14:12:00,2025-06,14.4,successful,Established
127636639,153,card_reader,default,1.0,2025-06-11 14:27:00,2025-06,23.3,failed,Established
127636640,127,card_reader,default,1.0,2025-06-11 14:29:00,2025-06,40.1,successful,Established
127636641,119,online_store,default,1.0,2025-06-11 14:32:00,2025-06,34.4,successful,Established
127636642,134,card_reader,default,1.0,2025-06-11 14:43:00,2025-06,3.5,failed,Established
127636643,163,payment_links,default,1.0,2025-06-11 15:10:00,2025-06,39.7,successful,Established
127636644,120,payment_links,default,1.0,2025-06-11 15:26:00,2025-06,53.5,failed,Established
127636645,180,card_reader,default,1.0,2025-06-11 15:28:00,2025-06,6.8,successful,Established
127636646,144,payment_links,default,1.0,2025-06-11 15:30:00,2025-06,29.5,successful,Established
127636647,110,card_reader,default,1.0,2025-06-11 15:34:00,2025-06,12.8,successful,Established
127636648,174,card_reader,default,1.0,2025-06-11 15:58:00,2025-06,14.6,successful,Established
127636649,143,payment_links,default,1.0,2025-06-11 16:03:00,2025-06,42.4,successful,Established
127636650,102,payment_links,default,1.0,2025-06-11 16:05:00,2025-06,6.9,successful,Established
127636651,135,online_store,default,1.0,2025-06-11 16:14:00,2025-06,1.9,failed,Established
127636652,111,card_reader,default,1.0,2025-06-11 16:21:00,2025-06,50.0,successful,Established
127636653,194,card_reader,default,1.0,2025-06-11 16:25:00,2025-06,13.1,successful,Established
127636654,172,payment_links,default,1.0,2025-06-11 16:32:00,2025-06,53.2,successful,Established
127636655,103,card_reader,default,1.0,2025-06-11 16:32:00,2025-06,48.9,successful,Established
127636656,160,card_reader,default,1.0,2025-06-11 16:32:00,2025-06,37.0,failed,Established
127636657,147,payment_links,default,1.0,2025-06-11 16:40:00,2025-06,23.4,failed,Established
127636658,104,card_reader,default,1.0,2025-06-11 16:55:00,2025-06,6.0,successful,Established
127636659,132,payment_links,default,1.0,2025-06-11 16:58:00,2025-06,56.3,failed,Established
127636660,134,card_reader,default,1.0,2025-06-11 16:59:00,2025-06,42.6,successful,Established
127636661,198,card_reader,default,1.0,2025-06-11 17:13:00,2025-06,30.0,successful,Established
127636662,155,card_reader,default,1.0,2025-06-11 17:18:00,2025-06,60.0,successful,Established
127636663,145,online_store,default,1.0,2025-06-11 17:23:00,2025-06,9.1,successful,Established
127636664,182,card_reader,default,1.0,2025-06-11 17:39:00,2025-06,43.6,failed,Established
127636665,110,payment_links,default,1.0,2025-06-11 17:52:00,2025-06,35.8,successful,Established
127636666,161,card_reader,default,1.0,2025-06-11 18:01:00,2025-06,54.4,successful,Established
127636667,132,card_reader,default,1.0,2025-06-11 18:07:00,2025-06,59.3,failed,Established
127636668,167,card_reader,default,1.0,2025-06-11 18:20:00,2025-06,21.5,successful,Established
127636669,131,card_reader,default,1.0,2025-06-11 18:22:00,2025-06,16.0,failed,Established
127636670,147,card_reader,default,1.0,2025-06-11 19:26:00,2025-06,47.3,failed,Established
127636671,182,card_reader,default,1.0,2025-06-11 19:41:00,2025-06,48.9,successful,Established
127636672,151,online_store,default,1.0,2025-06-11 19:41:00,2025-06,25.7,successful,Established
127636673,174,payment_links,default,1.0,2025-06-11 19:44:00,2025-06,11.8,failed,Established
127636674,135,payment_links,default,1.0,2025-06-11 19:54:00,2025-06,47.0,successful,Established
127636675,128,card_reader,default,1.0,2025-06-11 20:00:00,2025-06,52.2,failed,Established
127636676,151,card_reader,default,1.0,2025-06-11 20:39:00,2025-06,48.9,successful,Established
127636677,146,card_reader,default,1.0,2025-06-11 20:42:00,2025-06,15.6,failed,Established
127636678,156,card_reader,default,1.0,2025-06-11 20:55:00,2025-06,52.3,successful,Established
127636679,120,online_store,default,1.0,2025-06-11 20:59:00,2025-06,34.9,successful,Established
127636680,190,card_reader,default,1.0,2025-06-11 21:00:00,2025-06,25.1,successful,Established
127636681,127,card_reader,default,1.0,2025-06-11 21:29:00,2025-06,53.5,successful,Established
127636682,147,card_reader,default,1.0,2025-06-11 21:33:00,2025-06,51.7,successful,Established
127636683,147,card_reader,default,1.0,2025-06-11 21:48:00,2025-06,7.3,successful,Established
127636684,189,payment_links,default,1.0,2025-06-11 21:52:00,2025-06,22.9,successful,Established
127636685,112,card_reader,default,1.0,2025-06-11 22:03:00,2025-06,20.0,successful,Established
127636686,175,card_reader,default,1.0,2025-06-11 22:25:00,2025-06,15.3,successful,Established
127636687,175,online_store,default,1.0,2025-06-11 22:30:00,2025-06,51.3,successful,Established
127636688,180,online_store,default,1.0,2025-06-11 22:31:00,2025-06,18.7,successful,Established
127636689,165,card_reader,default,1.0,2025-06-11 22:44:00,2025-06,30.2,successful,Established
127636690,162,payment_links,default,1.0,2025-06-11 22:49:00,2025-06,56.3,successful,Established
127636691,146,payment_links,default,1.0,2025-06-11 23:02:00,2025-06,36.1,successful,Established
127636692,105,card_reader,default,1.0,2025-06-11 23:16:00,2025-06,46.8,successful,Established
127636693,157,card_reader,default,1.0,2025-06-11 23:20:00,2025-06,53.6,successful,Established
127636694,124,payment_links,default,1.0,2025-06-11 23:27:00,2025-06,7.3,successful,Established
127636695,133,card_reader,default,1.0,2025-06-11 23:38:00,2025-06,51.1,successful,Established
127636696,195,card_reader,default,1.0,2025-06-11 23:44:00,2025-06,13.7,successful,Established
127636697,161,card_reader,default,1.0,2025-06-11 23:48:00,2025-06,53.8,successful,Established
127636698,187,card_reader,default,1.0,2025-06-11 23:49:00,2025-06,50.0,successful,Established
127636699,169,payment_links,default,1.0,2025-06-11 23:56:00,2025-06,44.8,failed,Established
127636700,184,online_store,default,1.0,2025-06-12 00:11:00,2025-06,54.8,successful,Established
127636701,119,card_reader,default,1.0,2025-06-12 00:15:00,2025-06,33.8,successful,Established
127636702,130,card_reader,default,1.0,2025-06-12 00:18:00,2025-06,45.5,successful,Established
127636703,193,card_reader,default,1.0,2025-06-12 00:19:00,2025-06,14.2,successful,Established
127636704,185,card_reader,default,1.0,2025-06-12 00:21:00,2025-06,18.0,successful,Established
127636705,115,online_store,default,1.0,2025-06-12 00:36:00,2025-06,54.4,successful,Established
127636706,189,card_reader,default,1.0,2025-06-12 00:40:00,2025-06,20.4,successful,Established
127636707,155,card_reader,default,1.0,2025-06-12 00:56:00,2025-06,29.8,successful,Established
127636708,131,card_reader,default,1.0,2025-06-12 00:58:00,2025-06,28.1,successful,Established
127636709,179,payment_links,default,1.0,2025-06-12 01:13:00,2025-06,34.9,successful,Established
127636710,167,online_store,default,1.0,2025-06-12 01:32:00,2025-06,56.6,successful,Established
127636711,151,payment_links,default,1.0,2025-06-12 01:33:00,2025-06,52.5,failed,Established
127636712,112,card_reader,default,1.0,2025-06-12 01:44:00,2025-06,4.5,successful,Established
127636713,160,card_reader,default,1.0,2025-06-12 01:54:00,2025-06,54.1,failed,Established
127636714,197,card_reader,default,1.0,2025-06-12 01:56:00,2025-06,36.9,failed,Established
127636715,179,payment_links,default,1.0,2025-06-12 02:01:00,2025-06,2.4,failed,Established
127636716,117,online_store,default,1.0,2025-06-12 02:05:00,2025-06,10.1,successful,Established
127636717,193,card_reader,default,1.0,2025-06-12 02:38:00,2025-06,51.1,failed,Established
127636718,141,card_reader,default,1.0,2025-06-12 02:55:00,2025-06,30.0,successful,Established
127636719,135,payment_links,default,1.0,2025-06-12 02:57:00,2025-06,33.5,successful,Established
127636720,149,card_reader,default,1.0,2025-06-12 03:16:00,2025-06,38.1,failed,Established
127636721,113,card_reader,default,1.0,2025-06-12 03:21:00,2025-06,44.8,successful,Established
127636722,136,card_reader,default,1.0,2025-06-12 03:41:00,2025-06,56.5,successful,Established
127636723,109,card_reader,default,1.0,2025-06-12 04:07:00,2025-06,16.8,failed,Established
127636724,109,card_reader,default,1.0,2025-06-12 04:11:00,2025-06,7.1,successful,Established
127636725,153,card_reader,default,1.0,2025-06-12 04:14:00,2025-06,31.5,failed,Established
127636726,143,card_reader,default,1.0,2025-06-12 04:29:00,2025-06,55.7,successful,Established
127636727,113,card_reader,default,1.0,2025-06-12 04:50:00,2025-06,53.9,successful,Established
127636728,103,card_reader,default,1.0,2025-06-12 05:02:00,2025-06,39.0,successful,Established
127636729,126,card_reader,default,1.0,2025-06-12 05:06:00,2025-06,45.0,successful,Established
127636730,142,payment_links,default,1.0,2025-06-12 05:12:00,2025-06,29.2,successful,Established
127636731,136,card_reader,default,1.0,2025-06-12 05:15:00,2025-06,22.3,successful,Established
127636732,136,online_store,default,1.0,2025-06-12 05:19:00,2025-06,51.0,successful,Established
127636733,185,payment_links,default,1.0,2025-06-12 05:48:00,2025-06,56.2,failed,Established
127636734,182,card_reader,default,1.0,2025-06-12 05:50:00,2025-06,37.1,successful,Established
127636735,150,card_reader,default,1.0,2025-06-12 05:58:00,2025-06,45.4,failed,Established
127636736,182,card_reader,default,1.0,2025-06-12 06:03:00,2025-06,13.1,successful,Established
127636737,178,card_reader,default,1.0,2025-06-12 06:14:00,2025-06,58.7,failed,Established
127636738,117,card_reader,default,1.0,2025-06-12 06:14:00,2025-06,38.7,successful,Established
127636739,169,payment_links,default,1.0,2025-06-12 06:19:00,2025-06,50.4,successful,Established
127636740,178,card_reader,default,1.0,2025-06-12 06:43:00,2025-06,7.8,successful,Established
127636741,110,card_reader,default,1.0,2025-06-12 06:47:00,2025-06,42.4,successful,Established
127636742,125,online_store,default,1.0,2025-06-12 06:54:00,2025-06,3.6,failed,Established
127636743,199,card_reader,default,1.0,2025-06-12 07:06:00,2025-06,38.4,successful,Established
127636744,122,online_store,default,1.0,2025-06-12 07:10:00,2025-06,24.1,successful,Established
127636745,190,card_reader,default,1.0,2025-06-12 07:13:00,2025-06,19.1,successful,Established
127636746,166,card_reader,default,1.0,2025-06-12 07:19:00,2025-06,57.8,successful,Established
127636747,148,online_store,default,1.0,2025-06-12 07:41:00,2025-06,53.0,successful,Established
127636748,168,payment_links,default,1.0,2025-06-12 07:44:00,2025-06,36.4,successful,Established
127636749,103,card_reader,default,1.0,2025-06-12 07:45:00,2025-06,58.0,failed,Established
127636750,161,card_reader,default,1.0,2025-06-12 07:56:00,2025-06,7.8,failed,Established
127636751,156,online_store,default,1.0,2025-06-12 08:01:00,2025-06,40.0,failed,Established
127636752,124,card_reader,default,1.0,2025-06-12 08:12:00,2025-06,13.5,successful,Established
127636753,131,online_store,default,1.0,2025-06-12 08:22:00,2025-06,26.7,successful,Established
127636754,121,card_reader,default,1.0,2025-06-12 08:30:00,2025-06,44.0,failed,Established
127636755,181,payment_links,default,1.0,2025-06-12 08:45:00,2025-06,21.2,successful,Established
127636756,127,card_reader,default,1.0,2025-06-12 09:21:00,2025-06,23.3,successful,Established
127636757,160,card_reader,default,1.0,2025-06-12 09:23:00,2025-06,35.7,successful,Established
127636758,124,payment_links,default,1.0,2025-06-12 10:01:00,2025-06,18.1,successful,Established
127636759,160,payment_links,default,1.0,2025-06-12 10:06:00,2025-06,50.6,successful,Established
127636760,107,payment_links,default,1.0,2025-06-12 10:11:00,2025-06,19.8,successful,Established
127636761,143,card_reader,default,1.0,2025-06-12 10:24:00,2025-06,31.4,successful,Established
127636762,175,card_reader,default,1.0,2025-06-12 10:54:00,2025-06,34.7,failed,Established
127636763,134,card_reader,default,1.0,2025-06-12 10:54:00,2025-06,55.0,successful,Established
